ler algo,etwas lesen,eu,Presente,Indicativo,leio
ler algo,etwas lesen,ele/ela/você,Presente,Indicativo,lê
ler algo,etwas lesen,nós,Presente,Indicativo,lemos
ler algo,etwas lesen,eles/elas/vocês,Presente,Indicativo,leem
ler algo,etwas lesen,eu,Pretérito Perfeito,Indicativo,li
ler algo,etwas lesen,ele/ela/você,Pretérito Perfeito,Indicativo,leu
ler algo,etwas lesen,nós,Pretérito Perfeito,Indicativo,lemos
ler algo,etwas lesen,eles/elas/vocês,Pretérito Perfeito,Indicativo,leram
